Sample Rate,2400000.0
0.0759520833333,(-0.00392156862745-0.00392156862745j)
0.0759525,(-0.00392156862745-0.00392156862745j)
0.0759529166667,(-0.00392156862745+0.00392156862745j)
0.0759533333333,(0.00392156862745-0.00392156862745j)
0.07595375,(0.00392156862745-0.00392156862745j)
0.0759541666667,(-0.00392156862745+0.00392156862745j)
0.0759545833333,(0.00392156862745+0.00392156862745j)
0.075955,(0.00392156862745+0.00392156862745j)
0.0759554166667,(0.00392156862745-0.00392156862745j)
0.0759558333333,(0.00392156862745-0.00392156862745j)
0.07595625,(-0.00392156862745+0.00392156862745j)
0.0759566666667,(-0.00392156862745-0.00392156862745j)
0.0759570833333,(0.00392156862745-0.00392156862745j)
0.0759575,(0.00392156862745-0.00392156862745j)
0.0759579166667,(-0.00392156862745-0.00392156862745j)
0.0759583333333,(0.00392156862745+0.00392156862745j)
0.07595875,(0.00392156862745+0.00392156862745j)
0.0759591666667,(-0.00392156862745-0.00392156862745j)
0.0759595833333,(-0.00392156862745-0.00392156862745j)
0.07596,(-0.0117647058824-0.00392156862745j)
0.0759604166667,(-0.00392156862745-0.00392156862745j)
0.0759608333333,(0.00392156862745+0.00392156862745j)
0.07596125,(-0.00392156862745-0.00392156862745j)
0.0759616666667,(-0.00392156862745+0.00392156862745j)
0.0759620833333,(0.00392156862745+0.00392156862745j)
0.0759625,(-0.00392156862745-0.00392156862745j)
0.0759629166667,(-0.00392156862745-0.00392156862745j)
0.0759633333333,(0.00392156862745-0.00392156862745j)
0.07596375,(-0.00392156862745+0.00392156862745j)
0.0759641666667,(-0.00392156862745+0.00392156862745j)
0.0759645833333,(0.00392156862745+0.00392156862745j)
0.075965,(-0.00392156862745-0.00392156862745j)
0.0759654166667,(-0.00392156862745-0.00392156862745j)
0.0759658333333,(-0.00392156862745-0.00392156862745j)
0.07596625,(0.00392156862745+0.00392156862745j)
0.0759666666667,(0.00392156862745+0.00392156862745j)
0.0759670833333,(0.00392156862745-0.00392156862745j)
0.0759675,(-0.00392156862745-0.00392156862745j)
0.0759679166667,(-0.00392156862745-0.00392156862745j)
0.0759683333333,(-0.00392156862745-0.00392156862745j)
0.07596875,(-0.00392156862745+0.00392156862745j)
0.0759691666667,(-0.00392156862745-0.00392156862745j)
0.0759695833333,(0.00392156862745-0.00392156862745j)
0.07597,(0.00392156862745+0.00392156862745j)
0.0759704166667,(0.00392156862745+0.00392156862745j)
0.0759708333333,(0.00392156862745+0.00392156862745j)
0.07597125,(0.00392156862745+0.00392156862745j)
0.0759716666667,(0.00392156862745-0.00392156862745j)
0.0759720833333,(0.00392156862745-0.00392156862745j)
0.0759725,(-0.00392156862745-0.00392156862745j)
0.0759729166667,(-0.00392156862745+0.00392156862745j)
0.0759733333333,(-0.00392156862745-0.00392156862745j)
0.07597375,(-0.00392156862745+0.00392156862745j)
0.0759741666667,(-0.00392156862745+0.00392156862745j)
0.0759745833333,(-0.00392156862745-0.00392156862745j)
0.075975,(0.00392156862745+0.00392156862745j)
0.0759754166667,(-0.00392156862745-0.00392156862745j)
0.0759758333333,(-0.00392156862745+0.00392156862745j)
0.07597625,(0.00392156862745-0.00392156862745j)
0.0759766666667,(-0.00392156862745-0.00392156862745j)
0.0759770833333,(0.00392156862745+0.00392156862745j)
0.0759775,(-0.00392156862745+0.00392156862745j)
0.0759779166667,(-0.00392156862745+0.00392156862745j)
0.0759783333333,(-0.00392156862745-0.00392156862745j)
0.07597875,(-0.00392156862745-0.00392156862745j)
0.0759791666667,(0.00392156862745-0.00392156862745j)
0.0759795833333,(0.00392156862745+0.00392156862745j)
0.07598,(-0.00392156862745-0.00392156862745j)
0.0759804166667,(-0.00392156862745-0.00392156862745j)
0.0759808333333,(-0.00392156862745+0.00392156862745j)
0.07598125,(0.00392156862745+0.00392156862745j)
0.0759816666667,(0.00392156862745-0.00392156862745j)
0.0759820833333,(-0.00392156862745-0.00392156862745j)
0.0759825,(-0.00392156862745+0.00392156862745j)
0.0759829166667,(-0.00392156862745+0.00392156862745j)
0.0759833333333,(-0.00392156862745-0.00392156862745j)
0.07598375,(-0.00392156862745-0.00392156862745j)
0.0759841666667,(-0.00392156862745+0.00392156862745j)
0.0759845833333,(-0.00392156862745-0.00392156862745j)
0.075985,(-0.00392156862745-0.00392156862745j)
0.0759854166667,(-0.00392156862745-0.00392156862745j)
0.0759858333333,(-0.00392156862745+0.00392156862745j)
0.07598625,(0.00392156862745-0.00392156862745j)
0.0759866666667,(0.00392156862745-0.00392156862745j)
0.0759870833333,(-0.00392156862745-0.00392156862745j)
0.0759875,(-0.00392156862745+0.00392156862745j)
0.0759879166667,(0.00392156862745+0.00392156862745j)
0.0759883333333,(0.00392156862745-0.00392156862745j)
0.07598875,(0.00392156862745-0.00392156862745j)
0.0759891666667,(-0.00392156862745-0.00392156862745j)
0.0759895833333,(-0.00392156862745-0.00392156862745j)
0.07599,(-0.00392156862745-0.00392156862745j)
0.0759904166667,(-0.00392156862745-0.00392156862745j)
0.0759908333333,(0.00392156862745+0.00392156862745j)
0.07599125,(-0.00392156862745-0.00392156862745j)
0.0759916666667,(-0.00392156862745-0.00392156862745j)
0.0759920833333,(0.00392156862745+0.00392156862745j)
0.0759925,(0.00392156862745+0.00392156862745j)
0.0759929166667,(-0.00392156862745-0.00392156862745j)
0.0759933333333,(0.00392156862745-0.00392156862745j)
0.07599375,(-0.00392156862745-0.00392156862745j)
0.0759941666667,(-0.00392156862745+0.00392156862745j)
0.0759945833333,(0.00392156862745-0.00392156862745j)
0.075995,(-0.00392156862745+0.00392156862745j)
0.0759954166667,(-0.00392156862745+0.00392156862745j)
0.0759958333333,(0.00392156862745+0.00392156862745j)
0.07599625,(-0.00392156862745-0.00392156862745j)
0.0759966666667,(-0.00392156862745-0.00392156862745j)
0.0759970833333,(-0.00392156862745-0.00392156862745j)
0.0759975,(-0.00392156862745+0.00392156862745j)
0.0759979166667,(0.00392156862745+0.00392156862745j)
0.0759983333333,(-0.00392156862745-0.00392156862745j)
0.07599875,(-0.00392156862745-0.00392156862745j)
0.0759991666667,(0.00392156862745-0.00392156862745j)
0.0759995833333,(-0.00392156862745-0.00392156862745j)
0.076,(-0.00392156862745-0.00392156862745j)
0.0760004166667,(0.00392156862745-0.00392156862745j)
0.0760008333333,(-0.00392156862745-0.00392156862745j)
0.07600125,(-0.00392156862745+0.00392156862745j)
0.0760016666667,(0.00392156862745-0.00392156862745j)
0.0760020833333,(0.00392156862745-0.00392156862745j)
0.0760025,(-0.00392156862745-0.00392156862745j)
0.0760029166667,(-0.00392156862745-0.00392156862745j)
0.0760033333333,(-0.00392156862745-0.00392156862745j)
0.07600375,(0.00392156862745-0.00392156862745j)
0.0760041666667,(0.00392156862745-0.00392156862745j)
0.0760045833333,(-0.00392156862745-0.00392156862745j)
0.076005,(-0.00392156862745-0.00392156862745j)
0.0760054166667,(-0.00392156862745-0.00392156862745j)
0.0760058333333,(0.00392156862745+0.00392156862745j)
0.07600625,(-0.00392156862745-0.00392156862745j)
0.0760066666667,(-0.00392156862745-0.00392156862745j)
0.0760070833333,(0.00392156862745-0.00392156862745j)
0.0760075,(-0.00392156862745-0.00392156862745j)
0.0760079166667,(-0.00392156862745+0.00392156862745j)
0.0760083333333,(-0.00392156862745-0.00392156862745j)
0.07600875,(-0.00392156862745-0.00392156862745j)
0.0760091666667,(-0.00392156862745+0.00392156862745j)
0.0760095833333,(-0.00392156862745+0.00392156862745j)
0.07601,(-0.00392156862745+0.00392156862745j)
0.0760104166667,(-0.00392156862745-0.00392156862745j)
0.0760108333333,(-0.00392156862745-0.00392156862745j)
0.07601125,(-0.00392156862745-0.00392156862745j)
0.0760116666667,(-0.00392156862745-0.00392156862745j)
0.0760120833333,(-0.00392156862745-0.00392156862745j)
0.0760125,(0.00392156862745+0.00392156862745j)
0.0760129166667,(-0.00392156862745-0.00392156862745j)
0.0760133333333,(0.00392156862745-0.00392156862745j)
0.07601375,(0.00392156862745-0.00392156862745j)
0.0760141666667,(-0.00392156862745-0.00392156862745j)
0.0760145833333,(0.00392156862745+0.00392156862745j)
0.076015,(-0.00392156862745+0.00392156862745j)
0.0760154166667,(-0.00392156862745+0.00392156862745j)
0.0760158333333,(-0.00392156862745-0.00392156862745j)
0.07601625,(-0.00392156862745+0.00392156862745j)
0.0760166666667,(0.00392156862745-0.00392156862745j)
0.0760170833333,(-0.00392156862745+0.00392156862745j)
0.0760175,(0.00392156862745-0.00392156862745j)
0.0760179166667,(0.00392156862745-0.00392156862745j)
0.0760183333333,(-0.00392156862745-0.00392156862745j)
0.07601875,(0.00392156862745-0.00392156862745j)
0.0760191666667,(-0.00392156862745-0.00392156862745j)
0.0760195833333,(0.00392156862745+0.00392156862745j)
0.07602,(0.00392156862745-0.00392156862745j)
0.0760204166667,(0.00392156862745-0.00392156862745j)
0.0760208333333,(0.00392156862745-0.00392156862745j)
0.07602125,(0.00392156862745+0.00392156862745j)
0.0760216666667,(0.00392156862745-0.00392156862745j)
0.0760220833333,(0.00392156862745-0.00392156862745j)
0.0760225,(0.00392156862745+0.00392156862745j)
0.0760229166667,(-0.00392156862745-0.00392156862745j)
0.0760233333333,(-0.00392156862745-0.00392156862745j)
0.07602375,(-0.00392156862745+0.00392156862745j)
0.0760241666667,(0.00392156862745-0.00392156862745j)
0.0760245833333,(-0.00392156862745-0.00392156862745j)
0.076025,(-0.00392156862745+0.00392156862745j)
0.0760254166667,(-0.00392156862745+0.00392156862745j)
0.0760258333333,(-0.00392156862745+0.00392156862745j)
0.07602625,(-0.00392156862745-0.00392156862745j)
0.0760266666667,(-0.00392156862745-0.00392156862745j)
0.0760270833333,(-0.00392156862745-0.00392156862745j)
0.0760275,(-0.00392156862745+0.00392156862745j)
0.0760279166667,(-0.00392156862745-0.00392156862745j)
0.0760283333333,(0.00392156862745-0.00392156862745j)
0.07602875,(-0.00392156862745+0.00392156862745j)
0.0760291666667,(-0.00392156862745+0.00392156862745j)
0.0760295833333,(-0.00392156862745-0.00392156862745j)
0.07603,(-0.00392156862745+0.00392156862745j)
0.0760304166667,(-0.00392156862745+0.00392156862745j)
0.0760308333333,(-0.00392156862745-0.00392156862745j)
0.07603125,(-0.00392156862745+0.00392156862745j)
0.0760316666667,(-0.00392156862745-0.00392156862745j)
0.0760320833333,(-0.00392156862745-0.00392156862745j)
0.0760325,(0.00392156862745+0.00392156862745j)
0.0760329166667,(0.00392156862745-0.00392156862745j)
0.0760333333333,(0.00392156862745+0.00392156862745j)
0.07603375,(-0.00392156862745+0.00392156862745j)
0.0760341666667,(0.00392156862745+0.00392156862745j)
0.0760345833333,(0.00392156862745+0.00392156862745j)
0.076035,(-0.00392156862745+0.00392156862745j)
0.0760354166667,(0.00392156862745+0.00392156862745j)
0.0760358333333,(-0.00392156862745-0.00392156862745j)
0.07603625,(-0.00392156862745-0.00392156862745j)
0.0760366666667,(-0.00392156862745-0.00392156862745j)
0.0760370833333,(-0.00392156862745+0.00392156862745j)
0.0760375,(0.00392156862745+0.00392156862745j)
0.0760379166667,(0.00392156862745+0.00392156862745j)
0.0760383333333,(-0.00392156862745-0.00392156862745j)
0.07603875,(-0.00392156862745-0.00392156862745j)
0.0760391666667,(0.00392156862745-0.0117647058824j)
0.0760395833333,(-0.00392156862745-0.00392156862745j)
0.07604,(-0.00392156862745-0.00392156862745j)
0.0760404166667,(0.00392156862745-0.00392156862745j)
0.0760408333333,(0.00392156862745+0.00392156862745j)
0.07604125,(-0.00392156862745-0.00392156862745j)
0.0760416666667,(-0.00392156862745-0.00392156862745j)
0.0760420833333,(0.00392156862745+0.00392156862745j)
0.0760425,(-0.00392156862745-0.00392156862745j)
0.0760429166667,(0.00392156862745-0.00392156862745j)
0.0760433333333,(0.00392156862745-0.00392156862745j)
0.07604375,(-0.00392156862745+0.00392156862745j)
0.0760441666667,(0.00392156862745+0.00392156862745j)
0.0760445833333,(0.00392156862745-0.00392156862745j)
0.076045,(-0.00392156862745-0.00392156862745j)
0.0760454166667,(0.00392156862745+0.00392156862745j)
0.0760458333333,(0.00392156862745-0.00392156862745j)
0.0760458333333,(0.00392156862745-0.00392156862745j)
0.076945,(-0.00392156862745-0.00392156862745j)
0.0769454166667,(-0.00392156862745-0.00392156862745j)
0.0769458333333,(0.00392156862745+0.00392156862745j)
0.07694625,(0.00392156862745+0.00392156862745j)
0.0769466666667,(0.00392156862745-0.00392156862745j)
0.0769470833333,(-0.00392156862745+0.00392156862745j)
0.0769475,(0.00392156862745-0.00392156862745j)
0.0769479166667,(0.00392156862745+0.00392156862745j)
0.0769483333333,(0.00392156862745-0.00392156862745j)
0.07694875,(-0.00392156862745-0.00392156862745j)
0.0769491666667,(0.00392156862745+0.00392156862745j)
0.0769495833333,(0.00392156862745-0.00392156862745j)
0.07695,(0.00392156862745-0.00392156862745j)
0.0769504166667,(-0.00392156862745+0.00392156862745j)
0.0769508333333,(-0.00392156862745-0.00392156862745j)
0.07695125,(-0.00392156862745+0.00392156862745j)
0.0769516666667,(0.00392156862745+0.00392156862745j)
0.0769520833333,(0.00392156862745+0.00392156862745j)
0.0769525,(-0.00392156862745-0.00392156862745j)
0.0769529166667,(-0.00392156862745+0.00392156862745j)
0.0769533333333,(0.00392156862745+0.00392156862745j)
0.07695375,(0.00392156862745-0.00392156862745j)
0.0769541666667,(-0.00392156862745-0.00392156862745j)
0.0769545833333,(0.00392156862745+0.00392156862745j)
0.076955,(0.00392156862745-0.00392156862745j)
0.0769554166667,(-0.00392156862745+0.00392156862745j)
0.0769558333333,(0.00392156862745+0.00392156862745j)
0.07695625,(0.00392156862745+0.00392156862745j)
0.0769566666667,(-0.00392156862745-0.00392156862745j)
0.0769570833333,(-0.00392156862745-0.00392156862745j)
0.0769575,(-0.00392156862745-0.00392156862745j)
0.0769579166667,(0.00392156862745-0.00392156862745j)
0.0769583333333,(0.00392156862745-0.00392156862745j)
0.07695875,(-0.00392156862745+0.00392156862745j)
0.0769591666667,(0.00392156862745-0.00392156862745j)
0.0769595833333,(-0.00392156862745-0.00392156862745j)
0.07696,(0.00392156862745-0.00392156862745j)
0.0769604166667,(0.00392156862745+0.00392156862745j)
0.0769608333333,(0.00392156862745+0.00392156862745j)
0.07696125,(0.00392156862745-0.00392156862745j)
0.0769616666667,(-0.00392156862745-0.00392156862745j)
0.0769620833333,(-0.00392156862745-0.00392156862745j)
0.0769625,(0.00392156862745-0.00392156862745j)
0.0769629166667,(0.00392156862745-0.00392156862745j)
0.0769633333333,(0.00392156862745-0.00392156862745j)
0.07696375,(-0.00392156862745-0.00392156862745j)
0.0769641666667,(-0.00392156862745-0.00392156862745j)
0.0769645833333,(0.00392156862745-0.00392156862745j)
0.076965,(0.00392156862745-0.00392156862745j)
0.0769654166667,(-0.00392156862745-0.00392156862745j)
0.0769658333333,(-0.00392156862745-0.00392156862745j)
0.07696625,(-0.00392156862745-0.00392156862745j)
0.0769666666667,(-0.00392156862745-0.00392156862745j)
0.0769670833333,(0.00392156862745-0.00392156862745j)
0.0769675,(-0.00392156862745+0.00392156862745j)
0.0769679166667,(0.00392156862745-0.00392156862745j)
0.0769683333333,(-0.00392156862745+0.00392156862745j)
0.07696875,(-0.00392156862745-0.00392156862745j)
0.0769691666667,(0.00392156862745-0.00392156862745j)
0.0769695833333,(-0.00392156862745-0.00392156862745j)
0.07697,(0.00392156862745-0.00392156862745j)
0.0769704166667,(-0.00392156862745+0.00392156862745j)
0.0769708333333,(-0.00392156862745+0.00392156862745j)
0.07697125,(-0.00392156862745+0.00392156862745j)
0.0769716666667,(-0.00392156862745-0.00392156862745j)
0.0769720833333,(0.00392156862745-0.00392156862745j)
0.0769725,(0.00392156862745+0.00392156862745j)
0.0769729166667,(-0.00392156862745-0.00392156862745j)
0.0769733333333,(0.00392156862745-0.00392156862745j)
0.07697375,(0.00392156862745-0.00392156862745j)
0.0769741666667,(-0.00392156862745+0.00392156862745j)
0.0769745833333,(-0.00392156862745-0.00392156862745j)
0.076975,(0.00392156862745-0.00392156862745j)
0.0769754166667,(-0.00392156862745+0.00392156862745j)
0.0769758333333,(0.00392156862745-0.00392156862745j)
0.07697625,(-0.00392156862745-0.00392156862745j)
0.0769766666667,(-0.00392156862745+0.00392156862745j)
0.0769770833333,(0.00392156862745-0.00392156862745j)
0.0769775,(-0.00392156862745+0.00392156862745j)
0.0769779166667,(0.00392156862745-0.00392156862745j)
0.0769783333333,(-0.00392156862745-0.00392156862745j)
0.07697875,(-0.00392156862745+0.00392156862745j)
0.0769791666667,(-0.00392156862745-0.00392156862745j)
0.0769795833333,(-0.00392156862745-0.00392156862745j)
0.07698,(-0.00392156862745-0.00392156862745j)
0.0769804166667,(0.00392156862745+0.00392156862745j)
0.0769808333333,(0.00392156862745+0.00392156862745j)
0.07698125,(-0.00392156862745+0.00392156862745j)
0.0769816666667,(-0.00392156862745-0.00392156862745j)
0.0769820833333,(0.00392156862745-0.00392156862745j)
0.0769825,(0.00392156862745-0.00392156862745j)
0.0769829166667,(-0.00392156862745+0.00392156862745j)
0.0769833333333,(0.00392156862745-0.00392156862745j)
0.07698375,(0.00392156862745-0.00392156862745j)
0.0769841666667,(0.00392156862745+0.00392156862745j)
0.0769845833333,(-0.00392156862745-0.00392156862745j)
0.076985,(-0.00392156862745-0.00392156862745j)
0.0769854166667,(-0.00392156862745-0.00392156862745j)
0.0769858333333,(-0.00392156862745+0.00392156862745j)
0.07698625,(-0.00392156862745-0.00392156862745j)
0.0769866666667,(-0.00392156862745+0.00392156862745j)
0.0769870833333,(-0.00392156862745-0.00392156862745j)
0.0769875,(-0.00392156862745+0.00392156862745j)
0.0769879166667,(-0.00392156862745+0.00392156862745j)
0.0769883333333,(-0.00392156862745+0.00392156862745j)
0.07698875,(-0.00392156862745-0.00392156862745j)
0.0769891666667,(-0.00392156862745-0.00392156862745j)
0.0769895833333,(0.00392156862745+0.00392156862745j)
0.07699,(0.00392156862745+0.00392156862745j)
0.0769904166667,(-0.00392156862745-0.00392156862745j)
0.0769908333333,(-0.00392156862745-0.00392156862745j)
0.07699125,(-0.00392156862745+0.00392156862745j)
0.0769916666667,(0.00392156862745+0.00392156862745j)
0.0769920833333,(0.00392156862745-0.00392156862745j)
0.0769925,(0.00392156862745-0.00392156862745j)
0.0769929166667,(-0.00392156862745+0.00392156862745j)
0.0769933333333,(-0.00392156862745+0.00392156862745j)
0.07699375,(-0.00392156862745-0.00392156862745j)
0.0769941666667,(0.00392156862745-0.00392156862745j)
0.0769945833333,(0.00392156862745+0.00392156862745j)
0.076995,(-0.00392156862745-0.00392156862745j)
0.0769954166667,(-0.00392156862745+0.00392156862745j)
0.0769958333333,(-0.00392156862745-0.00392156862745j)
0.07699625,(-0.00392156862745+0.00392156862745j)
0.0769966666667,(-0.00392156862745+0.00392156862745j)
0.0769970833333,(0.00392156862745+0.00392156862745j)
0.0769975,(-0.00392156862745-0.00392156862745j)
0.0769979166667,(-0.00392156862745+0.00392156862745j)
0.0769983333333,(0.00392156862745-0.00392156862745j)
0.07699875,(0.00392156862745+0.00392156862745j)
0.0769991666667,(0.00392156862745+0.00392156862745j)
0.0769995833333,(-0.00392156862745+0.00392156862745j)
0.077,(-0.00392156862745-0.00392156862745j)
0.0770004166667,(-0.00392156862745-0.00392156862745j)
0.0770008333333,(-0.00392156862745-0.00392156862745j)
0.07700125,(-0.00392156862745-0.00392156862745j)
0.0770016666667,(-0.00392156862745+0.00392156862745j)
0.0770020833333,(0.00392156862745-0.00392156862745j)
0.0770025,(0.00392156862745-0.00392156862745j)
0.0770029166667,(0.00392156862745-0.00392156862745j)
0.0770033333333,(-0.00392156862745-0.00392156862745j)
0.07700375,(-0.00392156862745+0.00392156862745j)
0.0770041666667,(0.00392156862745-0.00392156862745j)
0.0770045833333,(-0.00392156862745-0.00392156862745j)
0.077005,(-0.00392156862745+0.00392156862745j)
0.0770054166667,(0.00392156862745-0.00392156862745j)
0.0770058333333,(0.00392156862745-0.00392156862745j)
0.07700625,(-0.00392156862745-0.00392156862745j)
0.0770066666667,(-0.00392156862745-0.00392156862745j)
0.0770070833333,(-0.00392156862745-0.00392156862745j)
0.0770075,(-0.00392156862745+0.00392156862745j)
0.0770079166667,(0.00392156862745-0.00392156862745j)
0.0770083333333,(-0.00392156862745-0.00392156862745j)
0.07700875,(0.00392156862745-0.00392156862745j)
0.0770091666667,(-0.00392156862745-0.00392156862745j)
0.0770095833333,(0.00392156862745-0.00392156862745j)
0.07701,(0.00392156862745-0.00392156862745j)
0.0770104166667,(-0.00392156862745-0.00392156862745j)
0.0770108333333,(-0.00392156862745+0.00392156862745j)
0.07701125,(0.00392156862745-0.00392156862745j)
0.0770116666667,(0.00392156862745+0.00392156862745j)
0.0770120833333,(-0.00392156862745+0.00392156862745j)
0.0770125,(0.00392156862745+0.00392156862745j)
0.0770129166667,(0.00392156862745-0.00392156862745j)
0.0770133333333,(0.00392156862745+0.00392156862745j)
0.07701375,(-0.00392156862745-0.00392156862745j)
0.0770141666667,(-0.00392156862745-0.00392156862745j)
0.0770145833333,(-0.00392156862745+0.00392156862745j)
0.077015,(0.00392156862745-0.00392156862745j)
0.0770154166667,(-0.00392156862745-0.00392156862745j)
0.0770158333333,(0.00392156862745-0.00392156862745j)
0.07701625,(0.00392156862745-0.00392156862745j)
0.0770166666667,(-0.00392156862745+0.00392156862745j)
0.0770170833333,(-0.00392156862745-0.00392156862745j)
0.0770175,(-0.00392156862745-0.00392156862745j)
0.0770179166667,(0.00392156862745+0.00392156862745j)
0.0770183333333,(0.00392156862745-0.00392156862745j)
0.07701875,(0.00392156862745-0.00392156862745j)
0.0770191666667,(-0.00392156862745-0.00392156862745j)
0.0770195833333,(-0.00392156862745+0.00392156862745j)
0.07702,(0.00392156862745+0.00392156862745j)
0.0770204166667,(0.00392156862745-0.00392156862745j)
0.0770208333333,(-0.00392156862745-0.00392156862745j)
0.07702125,(-0.00392156862745+0.00392156862745j)
0.0770216666667,(0.00392156862745+0.00392156862745j)
0.0770220833333,(-0.00392156862745-0.00392156862745j)
0.0770225,(-0.00392156862745-0.00392156862745j)
0.0770229166667,(-0.00392156862745+0.00392156862745j)
0.0770233333333,(-0.00392156862745+0.00392156862745j)
0.07702375,(0.00392156862745-0.00392156862745j)
0.0770241666667,(0.00392156862745-0.00392156862745j)
0.0770245833333,(-0.00392156862745-0.00392156862745j)
0.077025,(-0.00392156862745+0.00392156862745j)
0.0770254166667,(-0.00392156862745+0.00392156862745j)
0.0770258333333,(-0.00392156862745+0.00392156862745j)
0.07702625,(0.00392156862745-0.00392156862745j)
0.0770266666667,(-0.00392156862745-0.00392156862745j)
0.0770270833333,(0.00392156862745-0.00392156862745j)
0.0770275,(-0.00392156862745-0.00392156862745j)
0.0770279166667,(-0.00392156862745-0.00392156862745j)
0.0770283333333,(0.00392156862745-0.00392156862745j)
0.07702875,(0.00392156862745+0.00392156862745j)
0.0770291666667,(-0.00392156862745-0.00392156862745j)
0.0770295833333,(-0.00392156862745-0.00392156862745j)
0.07703,(0.00392156862745+0.00392156862745j)
0.0770304166667,(-0.00392156862745+0.00392156862745j)
0.0770308333333,(-0.00392156862745-0.00392156862745j)
0.07703125,(-0.00392156862745-0.00392156862745j)
0.0770316666667,(-0.00392156862745-0.00392156862745j)
0.0770320833333,(-0.00392156862745-0.00392156862745j)
0.0770325,(0.00392156862745-0.00392156862745j)
0.0770329166667,(0.00392156862745+0.00392156862745j)
0.0770333333333,(-0.00392156862745-0.00392156862745j)
0.07703375,(-0.00392156862745-0.00392156862745j)
0.0770341666667,(-0.00392156862745-0.00392156862745j)
0.0770345833333,(-0.00392156862745-0.00392156862745j)
0.077035,(0.00392156862745-0.00392156862745j)
0.0770354166667,(-0.00392156862745-0.00392156862745j)
0.0770358333333,(-0.00392156862745-0.00392156862745j)
0.07703625,(-0.00392156862745+0.00392156862745j)
0.0770366666667,(-0.00392156862745+0.00392156862745j)
0.0770370833333,(-0.00392156862745-0.00392156862745j)
0.0770375,(-0.00392156862745+0.00392156862745j)
0.0770379166667,(0.00392156862745+0.00392156862745j)
0.0770383333333,(-0.00392156862745-0.00392156862745j)
0.07703875,(-0.00392156862745-0.00392156862745j)
0.0770391666667,(0.00392156862745+0.00392156862745j)
0.0770395833333,(0.00392156862745-0.00392156862745j)
0.07704,(-0.00392156862745-0.00392156862745j)
0.0770404166667,(-0.00392156862745-0.00392156862745j)
0.0770408333333,(-0.00392156862745+0.00392156862745j)
0.07704125,(-0.0117647058824-0.00392156862745j)
0.0770416666667,(-0.00392156862745+0.00392156862745j)
0.0770420833333,(0.00392156862745-0.00392156862745j)
0.0770425,(-0.00392156862745-0.00392156862745j)
0.0770429166667,(0.00392156862745-0.00392156862745j)
0.0770433333333,(-0.00392156862745+0.00392156862745j)
0.07704375,(0.00392156862745-0.00392156862745j)
0.0770441666667,(-0.00392156862745-0.00392156862745j)
0.0770445833333,(-0.00392156862745-0.00392156862745j)
0.077045,(-0.00392156862745-0.00392156862745j)
0.0770454166667,(-0.00392156862745-0.00392156862745j)
0.0770458333333,(0.00392156862745-0.00392156862745j)
0.07704625,(0.00392156862745-0.00392156862745j)
0.0770466666667,(0.00392156862745-0.00392156862745j)
0.0770470833333,(-0.00392156862745-0.00392156862745j)
0.0770475,(-0.00392156862745-0.00392156862745j)
0.0770479166667,(-0.00392156862745+0.00392156862745j)
0.0770483333333,(-0.00392156862745-0.00392156862745j)
0.07704875,(0.00392156862745-0.00392156862745j)
0.0770491666667,(-0.00392156862745+0.00392156862745j)
0.0770495833333,(0.00392156862745+0.00392156862745j)
0.07705,(-0.00392156862745-0.00392156862745j)
0.0770504166667,(0.00392156862745-0.00392156862745j)
0.0770508333333,(-0.00392156862745+0.00392156862745j)
0.0770508333333,(-0.00392156862745+0.00392156862745j)
0.078047,(-0.00392156862745-0.00392156862745j)
0.0780474166667,(-0.00392156862745+0.00392156862745j)
0.0780478333333,(-0.00392156862745-0.00392156862745j)
0.07804825,(-0.00392156862745-0.00392156862745j)
0.0780486666667,(-0.00392156862745-0.00392156862745j)
0.0780490833333,(-0.00392156862745-0.00392156862745j)
0.0780495,(-0.00392156862745+0.00392156862745j)
0.0780499166667,(-0.00392156862745-0.00392156862745j)
0.0780503333333,(0.00392156862745+0.00392156862745j)
0.07805075,(0.00392156862745-0.00392156862745j)
0.0780511666667,(-0.00392156862745-0.00392156862745j)
0.0780515833333,(-0.00392156862745-0.00392156862745j)
0.078052,(-0.00392156862745-0.00392156862745j)
0.0780524166667,(-0.00392156862745-0.00392156862745j)
0.0780528333333,(-0.00392156862745-0.00392156862745j)
0.07805325,(-0.00392156862745-0.00392156862745j)
0.0780536666667,(-0.00392156862745-0.00392156862745j)
0.0780540833333,(-0.00392156862745-0.00392156862745j)
0.0780545,(-0.00392156862745+0.00392156862745j)
0.0780549166667,(0.00392156862745-0.00392156862745j)
0.0780553333333,(0.00392156862745-0.00392156862745j)
0.07805575,(0.00392156862745+0.00392156862745j)
0.0780561666667,(0.00392156862745+0.00392156862745j)
0.0780565833333,(-0.00392156862745+0.00392156862745j)
0.078057,(0.00392156862745+0.00392156862745j)
0.0780574166667,(-0.00392156862745-0.00392156862745j)
0.0780578333333,(0.00392156862745-0.00392156862745j)
0.07805825,(0.00392156862745-0.00392156862745j)
0.0780586666667,(-0.00392156862745-0.00392156862745j)
0.0780590833333,(-0.00392156862745-0.00392156862745j)
0.0780595,(-0.00392156862745+0.00392156862745j)
0.0780599166667,(0.00392156862745+0.00392156862745j)
0.0780603333333,(0.00392156862745-0.00392156862745j)
0.07806075,(-0.00392156862745-0.00392156862745j)
0.0780611666667,(0.00392156862745+0.00392156862745j)
0.0780615833333,(-0.00392156862745+0.00392156862745j)
0.078062,(-0.00392156862745-0.00392156862745j)
